,text,embeddings,distances
109,"December 7 – After substantial protests against China's Zero-COVID policies, the Chinese government eases on its COVID restrictions.","[ 0.01528672 -0.01896129 -0.01196523 ...  0.01055948  0.01223984
 -0.02897808]",0.257811980305228
110,"March 19 – The apostolic constitution Praedicate evangelium, reforming the Roman Curia, is promulgated by Pope Francis, coming into force on 5 June.","[ 0.00097063 -0.01343595 -0.0090814  ...  0.01283762  0.00649859
 -0.02461153]",0.25823514282468807
111,"October 29 – A double car bombing by al-Shabaab in Mogadishu, Somalia kills at least 121 people and injures around 300.","[-0.01766198 -0.00503753  0.00922419 ... -0.01018464  0.00224642
  0.00377412]",0.2587376691702652
112,"August 9 – 2022 Kenyan general election: William Ruto is elected as Kenya's 5th president, defeating longtime opposition leader Raila Odinga. His victory is certified by the nation's election supervisory agency on August 15 amid protests and violence by Odinga supporters.","[-0.0223873  -0.01099342 -0.00540628 ... -0.01461052  0.00823537
  0.01378376]",0.25923703749238247
113,"December 21–December 26 – A major winter storm hits the northern United States and southern Canada. Killing at least 91 people, the storm also severely disrupts North American air traffic, with Southwest Airlines alone canceling more than half of its schedule.","[-0.02481694 -0.02384499  0.00326411 ...  0.00497635 -0.00827447
 -0.00792457]",0.2599490502459765
114,October 28 – Sam Matekane is sworn in as Prime Minister of Lesotho after securing a victory in the 7 October elections.,"[-0.0008062  -0.01179143 -0.03045906 ... -0.00761477  0.01282923
  0.00025089]",0.26031028326585537
115,August 6 – Terrance Drew is sworn in as prime minister of Saint Kitts and Nevis.,"[-0.00317924 -0.00879552 -0.03411199 ... -0.00178944  0.01024404
  0.00550372]",0.26062083496215216
116,"July 19 – 2022 European heat waves: A series of severe heatwaves from July to August hit Europe, causing at least 53,000 deaths and additionally causing major wildfires, travel disruption, and record high temperatures in many countries.","[-0.0018799  -0.01520632  0.00489096 ... -0.01651743  0.00502914
 -0.01551482]",0.26088178844765564
117,"April 20 – A European Southern Observatory team announce the discovery of micronovae, a new type of exploding star.","[-0.00431991 -0.00123519 -0.00540557 ...  0.02748619 -0.00143509
 -0.02261045]",0.2610993778181615
118,November 15 – The world population reaches 8 billion.,"[ 0.00067966 -0.01107037  0.00707063 ...  0.00069743  0.00934536
 -0.02301271]",0.2611048850331604
119,"October 29 – At least 158 people are killed and another 197 injured in a crowd crush during Halloween festivities in Seoul, South Korea.","[ 0.00080063 -0.00045922  0.02291457 ... -0.0072706  -0.01266905
  0.00194107]",0.26116064305297326
120,"October 16–October 23 – The 20th National Congress of the Chinese Communist Party is held. Xi Jinping is elected as General Secretary by the Central Committee, beginning a third term as the paramount leader of China.","[-0.00922896 -0.01635985  0.01081861 ...  0.00056394  0.00322756
 -0.01399147]",0.2613216130133652
121,"February 4 – February 20 – The 2022 Winter Olympics are held in Beijing, China, making it the first city ever to host both the Summer Olympics and Winter Olympics.","[-0.00918049 -0.02713136 -0.01327544 ... -0.00234087  0.00236611
 -0.00923097]",0.26136517179444296
122,"March 4 – March 13 – The 2022 Winter Paralympics are held in Beijing, China, making it the first city to host both Summer Paralympics and Winter Paralympics.","[-0.00607283 -0.02260193 -0.00854292 ... -0.00327159 -0.0134383
 -0.00915084]",0.2614496418573544
123,January 2 – Abdalla Hamdok resigns as Prime Minister of Sudan amid deadly protests.,"[-0.01488294  0.00127301 -0.0210051  ... -0.0015476   0.00840334
  0.00727249]",0.2615814398449131
124,"July 21 – The European Central Bank raises its key interest rate for the first time in more than 11 years, from minus 0.5 per cent to zero, with plans for further increases later in the year.","[-0.01867784 -0.02241595  0.01740638 ...  0.00748258  0.01007637
 -0.01376998]",0.2617549682725925
125,September 6 – Liz Truss is appointed Prime Minister of the United Kingdom after winning the July–September 2022 Conservative Party leadership election.,"[-0.01069608  0.00120644 -0.01707619 ...  0.01152799  0.00345902
 -0.01427395]",0.26176737410036066
126,January 7 – COVID-19 pandemic: The number of COVID-19 cases exceeds 300 million worldwide.,"[ 0.00634309 -0.00336085  0.00531901 ...  0.00026902  0.00334223
 -0.02723434]",0.2620326331892232
127,"May 6 – 2022 monkeypox outbreak: An outbreak of monkeypox begins when the first monkeypox virus case is reported in London, the United Kingdom.","[-0.00618361 -0.01312567  0.00111183 ...  0.0029398   0.01248631
 -0.0025355 ]",0.2620601193691441
128,"November 1 – 2022 Danish general election: A bloc of left-leaning political parties wins a narrow one-seat majority of 90 seats. Incumbent Prime Minister Mette Frederiksen's second government takes office in December, in the form of a coalition with Venstre and the Moderates.","[-0.02347169 -0.04115974 -0.01799928 ... -0.00305553  0.00110307
  0.0034397 ]",0.262106216374988
129,December 7 – The Congress of Peru removes President Pedro Castillo from office and arrests him after he tries to dissolve Congress in a self-coup attempt. Vice President Dina Boluarte becomes the first female President of Peru.,"[-0.02644747  0.00794075 -0.0196988  ...  0.01689772 -0.0064197
  0.00286786]",0.2622371587089598
130,"October 30 – The collapse of a suspension bridge in Gujarat, India, leaves at least 135 dead.","[ 0.0084095   0.02334965  0.01529    ... -0.01216722  0.01595084
 -0.01957898]",0.2623063667904115
131,"October 20 – Amid a government crisis, Liz Truss announces her resignation as leader of the Conservative Party and her intention to resign as prime minister of the United Kingdom, after 45 days in office.","[-0.01304386 -0.00542543 -0.00796068 ...  0.01836788 -0.0022944
 -0.01978762]",0.2624119163303016
132,"January 23 – Tropical Storm Ana kills 115 people in Madagascar, Malawi and Mozambique, days after a series of floods killed 11 people in Madagascar.","[-0.0151474  -0.00718284  0.00060311 ... -0.00519651 -0.02049129
 -0.00763137]",0.2624541373837993
133,"January 9 – February 6 – The 2021 Africa Cup of Nations is held in Cameroon, with Senegal winning their first championship.","[-0.00282081 -0.02070924  0.01574818 ... -0.01405634  0.02236293
  0.00064359]",0.2627021441424129
134,"July 18 – Droupadi Murmu is elected as President of India, making her the first tribal and youngest person to be elected to the office.","[-0.02760849 -0.0041892  -0.02236799 ... -0.00731114  0.00070579
 -0.00333283]",0.2631792639492305
135,"November 19 – The 2022 Malaysian general election results in a hung parliament, which is the first in the country's history. Long-time opposition leader Anwar Ibrahim is appointed by Yang di-Pertuan Agong Abdullah as prime minister five days later to break the political deadlock and form a unity government.","[-0.0255281  -0.02223622 -0.01587021 ... -0.00134333  0.00750601
  0.00537333]",0.2632991303413378
136,"July 31 – Ayman al-Zawahiri, the Egyptian terrorist who became the 2nd Emir of al-Qaeda after Osama bin Laden's death in 2011, is killed in an airstrike in Kabul, Afghanistan conducted by the United States' Central Intelligence Agency.","[-0.03543685 -0.0122066  -0.0152875  ...  0.01090665 -0.00145758
 -0.00695477]",0.2636249591798494
137,"August 4 – The Prime Minister of Peru, Aníbal Torres, resigns following multiple criminal investigations against the President of Peru, Pedro Castillo.","[ 0.00332817  0.0017072  -0.00599198 ...  0.01054026 -0.01727325
  0.00351023]",0.263805874727411
138,"December 7 – The world population was estimated to have reached 8 billion after 11 years on 15 November 2022. China was the most populous country throughout the year, followed by India. Africa was the fastest growing continent.","[-0.00407305 -0.01443852  0.00292553 ... -0.00774888 -0.0165444
 -0.0101511 ]",0.26397755909128107
139,"July 28–August 8 – The 2022 Commonwealth Games is held in Birmingham, England.","[-0.00668202 -0.00757253 -0.00682297 ... -0.00568901  0.01203149
 -0.00848867]",0.26433253490876996
140,"January 16 – World No. 1 tennis champion Novak Djokovic is deported from Australia following a high-profile legal case regarding his COVID-19 vaccination status, preventing his participation in the 2022 Australian Open.","[-1.40957199e-02 -2.57637724e-02  2.77084485e-03 ... -1.93704925e-02
  6.83178473e-03  6.38493802e-05]",0.2644069297036914
141,May 27 – Fiji announces that it will become the 14th member of the Indo-Pacific Economic Framework in order to counter Chinese influence in the Pacific. This comes amid a visit by Chinese foreign minister Wang Yi to Kiribati.,"[-0.00748139  0.00078149  0.00190632 ...  0.00053094 -0.01094742
 -0.02059998]",0.2647859943954265
142,"June 19 – The second round of the 2022 legislative election is held in France, resulting in a hung parliament, with President Macron's coalition losing its majority in the National Assembly. A newly-formed coalition of left-wing parties, led by far-left Jean-Luc Mélenchon, makes significant gains. Marine Le Pen's far-right National Rally also makes historic gains, increasing its number of MPs tenfold and becoming the largest opposition party in Parliament. Two weeks later, Macron's government is reshuffled, continuing as a minority administration.","[-0.0288671  -0.00257975 -0.008843   ...  0.00236423 -0.01913588
 -0.01546545]",0.2648858917820036
143,"November 1 – 2022 Israeli legislative election: A bloc of right-wing and far-right political parties led by former Prime Minister Benjamin Netanyahu wins a 64-seat majority (out of 120), allowing him to be sworn in as Prime Minister of Israel for a third time in December.","[-0.01888718 -0.01861439 -0.02244639 ... -0.0006568  -0.00332864
 -0.00529335]",0.2651272789574244
144,"March 21 – China Eastern Airlines Flight 5735 crashes in Guangxi, China, killing all 133 people on board.","[-0.01207811 -0.00543578 -0.00638782 ...  0.01534586  0.00587252
 -0.00961473]",0.26539175507646817
145,"June 23 – Dickon Mitchell's party wins a majority of seats in Grenada's general election, defeating Prime Minister Keith Mitchell's party. Dickon Mitchell is sworn in the following day.","[-0.0140715  -0.0055697  -0.02312963 ... -0.02045931 -0.0003115
  0.002096  ]",0.2654717304842463
146,"September 22 – October 1 – The 2022 FIBA Women's Basketball World Cup is held in Sydney, Australia. In the final, the United States wins 83–61 against China.","[-0.01498868 -0.0263266   0.00022757 ... -0.00909476  0.00969893
 -0.01495011]",0.26548975824997767
147,"April 7 – President of Yemen Abdrabbuh Mansur Hadi resigns from office, dismisses vice president Ali Mohsen al-Ahmar, and transfers both offices' powers to the newly formed eight-member Presidential Leadership Council, chaired by Rashad al-Alimi.","[-0.01911451 -0.01191723 -0.0012517  ... -0.01184552  0.02631179
  0.00978543]",0.2655926665371603
148,"October 30 – 2022 Brazilian general election: Luiz Inácio Lula da Silva defeats incumbent Jair Bolsonaro in a runoff election after neither candidate secured a majority in the first round of voting. Lula da Silva is the first president elected three times, and also the oldest one, at 77.","[-0.0222526  -0.010391   -0.01688618 ... -0.00039466 -0.0063178
  0.00784324]",0.2656350925421618
149,"November 6–November 18 – The 2022 United Nations Climate Change Conference (COP27) on climate change mitigation takes place in Sharm el-Sheikh, Egypt.","[-0.01599713 -0.02640474  0.01984149 ...  0.00753699  0.00363571
 -0.02214306]",0.26588071959436343
150,April 6 – The first known dinosaur fossil linked to the very day of the Chicxulub impact is reported by palaeontologists.,"[-0.01964951 -0.01164345 -0.00124717 ...  0.02577965  0.00856566
 -0.02318515]",0.2661766596202154
151,"July 7 – July 17 – The 2022 World Games is held in Birmingham, Alabama, United States.","[-0.00406521 -0.01788694 -0.00231844 ... -0.0154224   0.03051451
 -0.01138895]",0.2663370462979314
152,"April 3 – The second round of voting of the 2022 Costa Rican general election is held, and Social Democratic Progress Party presidential candidate Rodrigo Chaves Robles is elected president.","[-0.02202876 -0.01464679 -0.0050092  ...  0.00450796 -0.01699027
  0.00613863]",0.2664816476205799
153,"July 23 – The World Health Organization (WHO) declares the recent monkeypox outbreak a Public Health Emergency of International Concern, as the number of reported cases exceeds 17,000 in 75 countries.","[ 0.00286779  0.00441617  0.01437257 ... -0.00789082 -0.00077779
 -0.02390304]",0.2667065447292506
154,"July 1 – Yair Lapid succeeds Naftali Bennett as Prime Minister of Israel, while Bennett succeeds Lapid as Alternate Prime Minister of Israel; this arrangement had been created after the 2021 Israeli legislative election, in which no party won an outright majority.","[-0.004108   -0.01459465 -0.02258261 ...  0.00212241 -0.00146028
 -0.02056282]",0.26676332801182034
155,"September 14–September 25 – The Atlantic hurricane Fiona hits Guadeloupe, Puerto Rico, the Dominican Republic, the Lucayan Archipelago, Bermuda, and Eastern Canada.","[-0.02716293 -0.01118203 -0.005545   ... -0.02177242 -0.00173055
 -0.00397057]",0.26716792844361037
156,"May 21 – 2022 Australian federal election: The Labor party, led by Anthony Albanese, defeats the Liberal-National Coalition government led by Prime Minister Scott Morrison. Albanese is sworn in as Prime Minister two days later.","[-0.01587692 -0.01219486 -0.02384091 ... -0.00751729  0.00615486
 -0.0002746 ]",0.26722279485734535
157,April 13 – COVID-19 pandemic: The number of confirmed cases exceeds 500 million worldwide.,"[ 0.00021911 -0.00726925  0.00452127 ...  0.01093532 -0.00718122
 -0.01921698]",0.26739131304578734
158,"March 5 – Researchers in the Antarctic find Endurance, one of the greatest ever undiscovered shipwrecks, which sank in 1915 during Ernest Shackleton's exploration.","[-0.00706975 -0.00793877  0.00057621 ...  0.00339766 -0.00062522
 -0.01956269]",0.26768017711962744
159,"November 15 – The 2022 G20 Bali summit in Bali, Indonesia takes place.","[-0.01121506 -0.02802151  0.03199875 ... -0.00553005 -0.00181268
 -0.00827732]",0.26855484980092725
160,December 18 – Argentina wins the 2022 FIFA World Cup against defending champions France.,"[ 0.01063343  0.00183042  0.00355836 ... -0.00500604  0.00664269
 -0.00850034]",0.26879657881727526
161,"May 15 – Former President of Somalia Hassan Sheikh Mohamud is elected president again, beating President Mohamed Abdullahi Mohamed.","[-0.01141581 -0.00949594 -0.01931509 ... -0.02019423  0.03855262
  0.01255352]",0.268859923942841
162,"December 17 – Leo Varadkar succeeds Micheál Martin as Taoiseach (Prime Minister) of Ireland, as part of a rotation agreement made in 2020.","[ 0.00830376 -0.02379905 -0.02508822 ... -0.00194323 -0.00813313
 -0.01488862]",0.2695742296718271
163,March 7 – COVID-19 pandemic: The global death toll from COVID-19 surpasses 6 million.,"[ 0.00575331 -0.00597626  0.00409668 ... -0.00014805  0.00618992
 -0.02573818]",0.2699420551244571
164,"May 20 – 2022 monkeypox outbreak: The World Health Organization (WHO) holds an emergency meeting to discuss the spread of monkeypox in nearly a dozen countries, as the number of reported cases reaches 100.","[-0.01188665 -0.01844371  0.00943173 ... -0.00643304 -0.00517378
 -0.00551085]",0.27002179046319996
165,"February 28 – The Intergovernmental Panel on Climate Change (IPCC) releases the second part of its Sixth Assessment Report on climate change. It concludes that many impacts are on the verge of becoming ""irreversible"".","[-0.0141843  -0.01228404  0.00570722 ...  0.01976269 -0.01804923
 -0.02692569]",0.2714574547942369
166,May 9 – 2022 Philippine presidential election: Bongbong Marcos and Sara Duterte are elected the 17th President and 15th Vice President of the Philippines in a landslide victory.,"[-0.03309019 -0.02486879 -0.00955754 ... -0.01114301 -0.01024159
  0.0077675 ]",0.2715034149260507
167,"January 24 – The federal government under Scott Morrison announces that, after more than three years of confidential negotiations, copyright ownership of the Australian Aboriginal flag has been transferred to the Commonwealth.","[-0.00895854 -0.00861272 -0.01632503 ...  0.0116337   0.02606001
 -0.02957035]",0.2715976744892449
168,"April 19 – The second round of voting of the 2022 East Timorese presidential election is held and the National Congress for Timorese Reconstruction party presidential candidate, former president and former prime minister José Ramos-Horta is elected.","[-0.03661065 -0.01253403 -0.01743864 ...  0.0112931   0.00125898
 -0.00144118]",0.27184060717312764
169,October 5 – OPEC+ imposes a production cut of up to 2 million barrels per day.,"[-0.02459103 -0.02098228  0.01129022 ...  0.01814684 -0.00166421
 -0.01017538]",0.2727783544840179
170,"April 11 – The National Assembly of Pakistan elects leader of the opposition Shehbaz Sharif as prime minister of Pakistan, after Imran Khan is removed from office following a motion of no confidence two days prior.","[-0.01704287 -0.00253652 -0.02346555 ...  0.02141737 -0.00298219
 -0.01281376]",0.2729769364121054
171,April 1 – The joint venture AMITA Health split up as AdventHealth and Ascension parted ways.,"[ 7.58712925e-03  2.47982985e-06  8.10768735e-03 ... -6.35731174e-03
  1.88832320e-02 -9.82552767e-03]",0.2746590588972938
172,"December 19 – At the UN Biodiversity Conference (COP15), nearly 200 countries agree a landmark deal to protect a third of the planet for nature by 2030.","[ 0.0017645  -0.00933208  0.02935305 ...  0.01059334 -0.02319961
 -0.02548008]",0.27507213184203705
173,January 13 – Bikaner-Guwahati Express derailment: The Bikaner-Guwahati Express train derailed in Maynaguri. 9 people were killed and 50 people were injured. This was the first major train accident of 2022.,"[-0.01926499 -0.00490983  0.00474272 ... -0.03893106  0.00295459
  0.01727298]",0.2751959421232052
174,"October 25 – Rishi Sunak becomes Prime Minister of the United Kingdom, following the resignation of Liz Truss the previous week resulting in a 50-day tenure, making him the first person of colour to become the prime minister.","[ 0.00753003 -0.02275516 -0.01950442 ...  0.00559355 -0.00089681
  0.00272376]",0.27551355334408234
175,September 26 – NASA's DART crashes into the asteroid Dimorphos in a first test of potential planetary defense.,"[-0.0047092  -0.01151509 -0.01182127 ... -0.00101423 -0.01389798
 -0.00498876]",0.2762370440082219
176,"April 24 – The 2022 Slovenian parliamentary election is held to elect all 90 members of the National Assembly of Slovenia, the lower house of the Slovenian Parliament; the Freedom Movement party becomes the largest party, winning 41 of 90 seats.","[-0.01001001 -0.00123545 -0.01230397 ...  0.00148744 -0.01157723
 -0.01353626]",0.2767138854544672
177,"September 25 – The 2022 Italian general election is held to elect all 400 seats of the Chamber of Deputies and 200 seats of the Senate of the Republic (reduced from 630 and 215 respectively according to the outcome of the 2020 constitutional referendum). Observers commented that the results shifted the geopolitics of the European Union, following far-right gains in France, Spain, and Sweden. It was also noted that the election outcome would mark Italy's most right-wing government since 1945.","[-0.01918978 -0.01560786 -0.00334916 ...  0.00421231 -0.01178672
 -0.026095  ]",0.27752560059957143
178,October 28 – Elon Musk completes his $44 billion acquisition of Twitter.,"[-0.01014869 -0.01612185  0.00554741 ...  0.01401516  0.01388901
 -0.00191904]",0.27759938097506076
179,"April 25 – Elon Musk reaches an agreement to acquire the social media network Twitter (which he later rebrands as X) for US$44 billion, which later closes in October.","[-0.01268664 -0.01635252  0.01154145 ...  0.01189332  0.01635252
 -0.005003  ]",0.2779535304656673
180,September 8 – Queen Elizabeth II of the United Kingdom and 14 other Commonwealth realms dies at Balmoral Castle in Scotland at the age of 96. Her son Charles III succeeds her as King.,"[-0.00260202 -0.00092258 -0.02052295 ...  0.02921652  0.01038895
 -0.00382415]",0.27813406109644556
181,December 7 –  Media related to 2022 at Wikimedia Commons,"[-0.01053168 -0.01810936 -0.00279989 ...  0.01668372 -0.00110856
 -0.01965058]",0.27835843660619053
182,"June 24 – The United States' Supreme Court rules in Dobbs v. Jackson Women's Health Organization that America's constitution does not confer a right to abortion. In response, mass protests against the decision form across the US as well as in France, the UK and Canada.","[-0.03420262 -0.00178275 -0.01269841 ...  0.01006844  0.00614313
 -0.02692769]",0.2789766927754114
183,"December 5 – The National Ignition Facility achieves fusion ignition, a major milestone in the development of nuclear fusion power.","[-0.02920555 -0.00907653 -0.01878795 ...  0.01212147 -0.0009888
 -0.00753462]",0.2791596847223293
184,"August 28 – 2022 Pakistan floods: Pakistan declares a ""climate catastrophe"" and appeals for international assistance, as the death toll from recent flooding in the country exceeds 1,000, the world's deadliest flood since 2017. Several nations, alongside the UN, pledge millions in funding for aid.","[-0.01193744 -0.02288598 -0.00465233 ... -0.00145365 -0.00765435
 -0.01074305]",0.27938435254272354
185," – The year began with another wave in the COVID-19 pandemic, with Omicron spreading rapidly and becoming the dominant variant of the SARS-CoV-2 virus worldwide. Tracking a decrease in cases and deaths, 2022 saw the removal of most COVID-19 restrictions and the reopening of international borders in the vast majority of countries, while the global rollout of COVID-19 vaccines continued. The global economic recovery from the pandemic continued, though many countries experienced an ongoing inflation surge; in response, many central banks raised their interest rates to landmark levels. The world population reached eight billion people in 2022. The year also witnessed numerous natural disasters, including two devastating Atlantic hurricanes (Fiona and Ian), and the most powerful volcano eruption of the century so far. The later part of the year also saw the first public release of ChatGPT by OpenAI starting an arms race in artificial intelligence which increased in intensity into 2023, as well as the collapse of the cryptocurrency exchange FTX.","[-0.00434071 -0.01989075 -0.00719127 ... -0.0134379  -0.01503448
 -0.00900073]",0.28059195106729784
186,"July 11 – The first operational image from the James Webb Space Telescope, showing the galaxy cluster SMACS 0723, is revealed to the public.","[ 0.00699665 -0.00097643 -0.00583917 ...  0.01196286 -0.01365706
 -0.00894951]",0.2806918524024211
187,"April 22 – The Large Hadron Collider recommences full operations, three years after being shut down for upgrades.","[-0.01247605  0.00194582 -0.02694989 ...  0.02880018  0.01270399
  0.00131733]",0.2810776866599395
188,May 13 – Mohamed bin Zayed Al Nahyan is elected as the 3rd president of the United Arab Emirates by the Federal Supreme Council following the death of Khalifa bin Zayed Al Nahyan a day earlier.,"[-0.01951705 -0.02951049 -0.01255211 ... -0.0088633   0.00963789
 -0.00671097]",0.2811397629888134
189,July 18 – IFLA-UNESCO Public Library Manifesto issued.,"[-0.01824418  0.00827461 -0.01359973 ... -0.00455437  0.02850737
 -0.03606129]",0.2822988954222244
190,"November 16 – NASA launches Artemis 1, the first uncrewed mission of its Space Launch System, the most powerful rocket ever to reach orbit. The onboard Orion capsule orbits the Moon before returning to Earth, as a demonstration of planned human missions.","[ 0.01182344 -0.01325443 -0.02981113 ... -0.00855354  0.01730133
  0.00017017]",0.28257440706891657
191,"February 9 – The biggest breakthrough in fusion energy since 1997 is reported at the Joint European Torus in Oxford, the UK, with 59 megajoules produced over five seconds (11 megawatts of power), more than double the previous record.","[-0.01089229 -0.01672792 -0.01153263 ...  0.00123941  0.00763121
 -0.01285291]",0.28307464353024536
192,November 15 – Advocate Aurora Health and Atrium Health merged creating Advocate Health.,"[-0.01290679 -0.00158484  0.00991627 ...  0.01037234  0.00949929
 -0.01454213]",0.28331551552110823
193,"September 19 – The state funeral of Elizabeth II is held in Westminster Abbey, London. Her coffin is then taken by procession to Windsor Castle for burial with her husband, parents and sister in the King George VI Memorial Chapel. The funeral is speculated to be the most watched television event in world history.","[-0.00511324 -0.01080606 -0.00594719 ...  0.01338199 -0.00804336
 -0.01892026]",0.28402392147722944
194,"January 10 – The first successful heart transplant from a pig to a human patient occurs in Baltimore, Maryland, United States.","[-0.00899436 -0.01290074  0.00976272 ... -0.01122196  0.00711542
 -0.00528814]",0.28682575261373167
195,"December 29 – Brazilian football legend Pelé dies at the age of 82, with his funeral being held at the Vila Belmiro stadium in Santos.","[-0.00758149  0.00415359  0.00833901 ...  0.00789341  0.01722546
 -0.00580548]",0.2878781998779989
196,"May 12 – The Event Horizon Telescope collaboration reveals its first image of Sagittarius A*, the supermassive black hole at the centre of the Milky Way.","[ 0.00071866 -0.00930329 -0.01612041 ...  0.01958517 -0.00282339
 -0.03456828]",0.28867577996370286
197,"November 19–November 26 – The 2022 Central American and Caribbean Beach Games are held in Santa Marta, Colombia.","[-0.02164664 -0.02510544  0.01292192 ... -0.01250738 -0.0003277
 -0.01196977]",0.2893517895768337
198," January 1 – The Regional Comprehensive Economic Partnership, the largest free trade area in the world, comes into effect for Australia, Brunei, Cambodia, China, Indonesia, Japan, South Korea, Laos, Malaysia, Myanmar, New Zealand, the Philippines, Singapore, Thailand, and Vietnam.","[-0.00057284 -0.02414361 -0.00531094 ... -0.00854211 -0.01497166
 -0.01806834]",0.28964597462419406
199,"November 30 – OpenAI releases ChatGPT, an artificial intelligence chatbot able to answer questions and write essays.","[-1.12703629e-02 -1.44411689e-02  1.81974483e-05 ... -1.02546625e-02
 -3.46705248e-03 -3.81538570e-02]",0.2903778912403857
200," – 2022 (MMXXII) was a common year starting on Saturday of the Gregorian calendar, the 2022nd year of the Common Era (CE) and Anno Domini (AD) designations, the 22nd  year of the 3rd millennium and the 21st century, and the  3rd   year of the 2020s decade.  ","[ 8.00940779e-06 -1.79732572e-02 -1.71945412e-02 ... -7.87507463e-03
 -1.28613664e-02 -1.29367262e-02]",0.2909545237960648
201,"March 31 – Expo 2020 closes in Dubai after a 6-month run; originally scheduled for 10 April 2021, it was delayed due to the COVID-19 pandemic.","[-0.00322171 -0.04652215 -0.00163838 ... -0.00162624  0.03217177
 -0.01752351]",0.29191674648879196
202,"December 31 – Former Pope Benedict XVI dies at the age of 95, with his funeral being held in St. Peter's Square, presided over by Pope Francis and Cardinal Giovanni Battista Re.","[ 0.02339491  0.00762568 -0.0130245  ...  0.00870027  0.00449902
 -0.00929582]",0.29313235250085634
203,"November 11 – The cryptocurrency exchange FTX, once valued at $18 billion, files for Chapter 11 bankruptcy, in a collapse that affects the cryptocurrency environment.","[ 2.81478046e-03 -2.54106168e-02  7.51158441e-05 ...  6.31633447e-03
  5.70880435e-03 -4.68062498e-02]",0.29400799220987084
204,"November 20 – 2022 Nepalese general election: The Nepali Congress, led by Prime Minister Sher Bahadur Deuba, emerged as the largest party with 89 seats, but the governing bloc falls short of the majority by two seats, leading into likely coalition government.","[-0.00426018 -0.00068145 -0.0016189  ... -0.00909997  0.00243761
 -0.00331025]",0.2955670177105376
205,"April 4 – The Intergovernmental Panel on Climate Change (IPCC) releases the third and final part of its Sixth Assessment Report on climate change, warning that greenhouse gas emissions must peak by 2025 at the latest and decline 43% by 2030, in order to limit global warming to 1.5 °C (2.7 °F).","[-0.01045529 -0.01644811  0.0026733  ...  0.01755408 -0.0156765
 -0.02662048]",0.2985591481200427
206,"April 30 – The Cebu–Cordova Link Expressway, located in Cebu, Philippines, is officially opened as the longest bridge in the country.","[-0.00822344 -0.00306268 -0.00689184 ... -0.01240661  0.00588827
 -0.01814873]",0.3013702753666294
